"artists","avg_popularity","avg_duration_ms","avg_danceability","avg_energy","avg_key","avg_loudness","avg_mode","avg_speechiness","avg_acousticness","avg_instrumentalness","avg_liveness","avg_valence","avg_tempo","avg_time_signature"
"Martin Jensen;Loote",50,165083,0.649,0.664,8,-4.768,0,0.0617,0.178,0,0.15,0.339,110.041,4
"Martin Jensen;RANI",69,170613,0.794,0.706,5,-6.066,0,0.0382,0.198,0,0.0536,0.908,116.032,4
"Martin Landström",63,262707,0.488,0.134,7,-17.904,1,0.0327,0.76,0.219,0.0826,0.0507,112.892,4
"Martin Lawrence",21.2,270689,0.5393,0.4656,5.6,-20.6563,0.7,0.9502,0.6443,0,0.8897,0.22035,85.088,4.1
"Martin Shamoonpour",0.166666666666667,256986.416666667,0.382916666666667,0.382408333333333,5.16666666666667,-12.7975833333333,0.25,0.0639916666666667,0.719916666666667,0.568666666666667,0.152025,0.383641666666667,105.74025,3.41666666666667
"Martin Short",21,101080,0.64,0.515,5,-4.496,1,0.115,0.519,0,0.87,0.615,107.239,4
"Martin Short;Harvey Fierstein",22,259786,0.579,0.507,4,-5.996,0,0.0711,0.223,0,0.127,0.533,118.809,4
"Martin Solveig;ALMA",65,170322,0.775,0.723,10,-3.479,0,0.0486,0.17,0.000672,0.0579,0.604,124.05,4
"Martin Solveig;Dragonette",28,209533,0.681,0.925,3,-5.842,1,0.0379,0.00468,1.79e-05,0.0779,0.305,127.985,4
"Martin Solveig;Good Times Ahead",54,206953,0.801,0.7285,0,-5.361,1,0.0514,0.0041,0.090155,0.1053,0.5735,125.036,4
"Martin Solveig;Ina Wroldsen",15.5,202745,0.728,0.854,0,-3.86,0,0.0457,0.24575,0.00185,0.149,0.62,121.99725,4
"Martin Solveig;Roy Woods",0,204514,0.711,0.722,11,-6.222,1,0.0334,0.0376,0.000151,0.0651,0.818,122.021,4
"Martina Topley-Bird",49.5,151859.5,0.5665,0.2865,4.5,-15.773,0.5,0.03865,0.52385,0.38638,0.2254,0.283,104.393,4
"Martinho Da Vila",40.8333333333333,167230.833333333,0.7455,0.659333333333333,6,-9.219,0.666666666666667,0.225933333333333,0.533833333333333,4.63666666666667e-05,0.244216666666667,0.946166666666667,100.403,4
"Martinho Da Vila;Djonga",44,178207,0.895,0.516,4,-7.075,0,0.294,0.548,0,0.19,0.783,136.076,4
"Maru Gomes",58,147702,0.364,0.0393,4,-28.813,1,0.0374,0.995,0.865,0.0897,0.195,95.027,4
"Märvel",26,312880,0.293,0.965,2,-3.892,0,0.0787,0.00389,0.00588,0.285,0.259,90.167,4
"Marvin Gaye",0,205574.692307692,0.5115,0.492115384615385,5.76923076923077,-8.77392307692308,0,0.0389692307692308,0.320696923076923,0.000464366153846154,0.176411538461538,0.648269230769231,128.297076923077,3.57692307692308
"Marvin Gaye;Kygo",64,368316,0.689,0.68,0,-7.196,0,0.0427,0.321,0.0211,0.0431,0.646,100.987,4
"Marvin Gaye;Salaam Remi",0,299829,0.288,0.675,6,-4.514,0,0.0577,0.0741,0,0.527,0.337,179.475,3
"Marvin Gaye;Tammi Terrell",20.5,149666.5,0.6285,0.77625,10,-6.7555,0.25,0.032075,0.37675,0.0005235,0.1345,0.82475,129.37675,4
"Marvin Rainwater",24,152093,0.545,0.335,10,-10.985,1,0.03,0.917,0.000714,0.177,0.306,119.617,4
"Marvin Santiago",0,268393,0.822,0.8455,1,-2.2905,1,0.07335,0.5075,0.0014209,0.19,0.9355,104.3425,4
"Marvvila",43.5,240822,0.5065,0.592,2.5,-6.7165,0,0.0367,0.488,0,0.586,0.5145,108.942,4
"Marvvila;Belo",45,233236,0.587,0.683,9,-6.064,1,0.0344,0.804,0,0.166,0.599,140.028,4
"Marvvila;Di Propósito",43,152651,0.683,0.731,8,-7.22,0,0.0495,0.808,0,0.117,0.908,147.954,4
"Marvvila;Dilsinho",44.5,197454,0.521,0.649,8,-8.189,1,0.0285,0.764,0,0.433,0.688,140.067,4
"Marvvila;Pk;Mc Don Juan",63,215196,0.603,0.764,5,-7.097,0,0.0553,0.738,0,0.976,0.926,82.923,4
"Marvvila;Rebecca",42,150212,0.66,0.866,1,-7.165,1,0.0358,0.698,4.26e-06,0.947,0.96,163.977,4
"Marvvila;Sorriso Maroto",46,224817,0.559,0.623,1,-6.219,1,0.0347,0.777,0,0.945,0.613,141.97,4
"Mary Costa",22.5,163713,0.2875,0.161,1,-14.6435,1,0.0374,0.9795,0.3210413,0.10215,0.174,93.01,3.5
"Mary Costa;Bill Shirley;Chorus - Sleeping Beauty",49,167013,0.248,0.237,5,-14.186,1,0.0331,0.974,0.00043,0.111,0.208,85.141,5
"Mary J. Blige",0,245286.5,0.5215,0.436666666666667,6.66666666666667,-8.25916666666667,0.833333333333333,0.0672,0.657066666666667,0.000219666666666667,0.139283333333333,0.335333333333333,122.259666666667,3.5
"Mary J. Blige;H.E.R.",0.666666666666667,174636,0.639,0.559,1,-6.749,1,0.104,0.278,0,0.0659,0.264,131.734,3
"Mary J. Blige;The Clark Sisters",0,264186,0.23,0.438,1,-7.861,1,0.038,0.588,0,0.285,0.338,174.373,4
"Mary Lattimore",3,374290,0.614,0.188,6,-13.477,1,0.0401,0.967,0.926,0.119,0.18,111.486,3
"Mary's Blood",19,318720,0.404,0.964,5,-1.819,1,0.0811,0.000261,0.0332,0.0663,0.246,125.01,4
"Masacre",22,393486.5,0.373,0.8935,8.5,-9.775,1,0.0882,4.055e-05,0.08701,0.09045,0.4265,132.8085,4
"Masaharu Fukuyama",32.1081081081081,288775.108108108,0.528540540540541,0.712783783783784,6.32432432432432,-6.45459459459459,0.918918918918919,0.0377594594594595,0.145930324324324,0.0204497972972973,0.206835135135135,0.502189189189189,112.285216216216,3.97297297297297
"Masaki Suda",62.2,251714.4,0.5452,0.6084,4.4,-5.1528,1,0.0312,0.1614,0,0.2316,0.3254,146.353,4
"Masala Coffee",36.5714285714286,234493,0.565285714285714,0.84,6.42857142857143,-6.23642857142857,0.857142857142857,0.05,0.169185714285714,0.0348825714285714,0.133,0.344857142857143,125.063285714286,3.85714285714286
"Masala Coffee;Rohit Paritala",26,234104,0.76,0.744,0,-5.18,1,0.0488,0.486,0,0.15,0.481,101.981,4
"Masala Coffee;Sooraj Santhosh",43,199399,0.521,0.923,0,-3.66,0,0.118,0.133,2.39e-05,0.178,0.336,149.951,5
"Masala Coffee;Sooraj Santhosh;Varun Sunil",37,294947,0.564,0.818,8,-5.118,1,0.0559,0.255,1.91e-05,0.092,0.341,95.016,4
"Masappan",33.5,168633,0.6415,0.725,2.5,-5.997,0.5,0.0276,0.1146005,2.8425e-05,0.1855,0.7275,103.755,4
"Masato(coldrain);coladrain;Hiroaki Tsutsumi",48,243333,0.383,0.944,1,-5.552,0,0.154,0.00105,9.64e-05,0.282,0.332,150.577,4
"Masayoshi Yamazaki",44.8,336119.6,0.511,0.49,9.2,-7.4488,0,0.03396,0.5442,0,0.1432,0.4188,134.734,4
"Masayuki Suzuki;すぅ",61,258765,0.78,0.889,11,-4.053,1,0.0351,0.223,0,0.0484,0.961,127.993,4
"Masayuki Suzuki;伊原六花",56,263279.5,0.712,0.797,9,-5.129,1,0.0335,0.3105,0,0.2955,0.7955,129.035,4
"Masayuki Suzuki;鈴木愛理",65,254640,0.684,0.815,8,-3.826,0,0.0496,0.322,0,0.12,0.819,138.104,4
"Mascarpone",40,248769,0.654,0.817,11,-7.748,0,0.0551,0.000333,0.753,0.3,0.323,130.014,4
"Mase",9,223524,0.804333333333333,0.695666666666667,4.33333333333333,-6.86066666666667,0.666666666666667,0.219,0.136633333333333,4.06666666666667e-05,0.165466666666667,0.526666666666667,99.575,4
"Mase;Lil' Kim;Puff Daddy",0,244600,0.655,0.736,2,-7.297,1,0.385,0.106,0,0.24,0.721,102.771,4
"Mase;Total",0,242946,0.838,0.72,10,-6.593,0,0.384,0.0314,1.16e-05,0.422,0.846,93.761,4
"Masicka",23.2857142857143,179873.285714286,0.668571428571429,0.743714285714286,4.57142857142857,-5.72942857142857,0.285714285714286,0.350857142857143,0.251842857142857,0.00145714285714286,0.1646,0.397142857142857,124.260857142857,4.42857142857143
"Masicka;Bounty Killer",20,151562,0.652,0.847,7,-5.942,1,0.49,0.0855,0,0.268,0.383,127.446,5
"Masicka;Dunw3ll",23,150315,0.702,0.913,1,-3.385,1,0.218,0.171,0,0.297,0.632,95.004,4
"Masicka;Sean Paul",44,145785,0.884,0.771,10,-5.585,0,0.109,0.086,0,0.0729,0.856,94.062,4
"Masicka;Stefflon Don",54,183092,0.772,0.658,1,-5.612,0,0.226,0.0622,0,0.0997,0.16,129.345,5
"Maskatesta",38,232105.142857143,0.649714285714286,0.817142857142857,7,-4.13914285714286,0.857142857142857,0.0462428571428571,0.137377142857143,0.0029378,0.191885714285714,0.842714285714286,151.475857142857,4
"Maskatesta;Jorge Serrano",35,243333,0.681,0.854,7,-4.564,1,0.033,0.148,0.000113,0.109,0.844,140.067,4
"Masked Intruder",22.5,147365.142857143,0.442071428571429,0.862571428571429,5,-4.92985714285714,0.857142857142857,0.0654928571428571,0.00309882142857143,0.00910572571428572,0.267742857142857,0.603714285714286,141.572285714286,4
"Masked Wolf",79,132780,0.778,0.695,4,-6.865,0,0.0913,0.175,0,0.15,0.472,149.996,4
"MASN",57.1428571428571,162419.785714286,0.634392857142857,0.653714285714286,5.67857142857143,-6.07053571428571,0.821428571428571,0.0570535714285714,0.28415,3.33642857142857e-06,0.233607142857143,0.459464285714286,132.931428571429,4
"MASN;Mishaal",48,220121,0.791,0.372,5,-8.365,0,0.0752,0.467,0,0.337,0.519,126.071,4
"MASN;Trippie Redd",58,159657,0.907,0.409,7,-7.383,1,0.065,0.384,0,0.161,0.565,115.023,4
"Massacre",39.1428571428571,274660,0.441,0.843714285714286,7.57142857142857,-5.083,0.571428571428571,0.0381714285714286,0.00216242857142857,0.0017314,0.241,0.332142857142857,137.427571428571,4
"Massagem Guru",23,271798,0.155333333333333,0.1182,3.66666666666667,-23.704,0.666666666666667,0.0417666666666667,0.990666666666667,0.903333333333333,0.0972666666666667,0.0689,70.424,4
"Massane;Benjamin Roustaing",51,228447,0.574,0.803,5,-7.207,0,0.032,0.313,0.547,0.0939,0.0952,123.986,4
"Massane;MAGNUS",53,213934,0.538,0.826,8,-7.838,1,0.0297,0.458,0.293,0.11,0.441,122,4
"Massano",44.5,403477.333333333,0.699666666666667,0.702833333333333,7.83333333333333,-9.97366666666667,0.5,0.0541333333333333,0.0213816666666667,0.871666666666667,0.144633333333333,0.0536333333333333,123.493,4
"Massilia Sound System",32,221518,0.759,0.836,8,-4.762,1,0.312,0.072,0,0.0167,0.736,159.836,4
"Massive Attack",40.1842105263158,323029.131578947,0.652921052631579,0.516868421052632,6.89473684210526,-10.8535789473684,0.31578947368421,0.0522236842105263,0.123434210526316,0.519777,0.128989473684211,0.404342105263158,109.699868421053,3.89473684210526
"Massive Attack;Azekel",44,235385,0.63,0.668,7,-8.38,1,0.0354,1e-04,0.37,0.12,0.15,98.018,4
"Massive Attack;Gui Boratto",44,474486,0.8355,0.802,9.5,-9.656,0.5,0.06065,0.167,0.8115,0.0949,0.4295,124.014,4
"Massive Attack;Hope Sandoval",50,345691,0.425,0.169,6,-15.217,0,0.0311,0.706,0.335,0.0934,0.0766,142.525,4
"Massive Attack;Mos Def",43,341620,0.6775,0.551,6,-9.8605,0,0.04605,0.004495,0.0683,0.106,0.2745,99.9995,4
"Massive Attack;Paul Daley",19,359773,0.592,0.653,1,-13.29,1,0.0359,0.309,0.852,0.667,0.283,105,4
"Massive Attack;Paul Oakenfold;Steve Osborne",18,318560,0.64,0.669,0,-11.785,1,0.0356,0.000788,0.461,0.135,0.578,113.672,4
"Massive Attack;Tracey Thorn",19.6666666666667,469448,0.580333333333333,0.506333333333333,4,-10.0086666666667,1,0.0457,0.0149333333333333,0.0826666666666667,0.160733333333333,0.726333333333333,168.001,4
"Massive Attack;Young Fathers",43,241132,0.623,0.888,1,-9.593,0,0.0366,0.00792,0.568,0.334,0.0622,109.98,4
"Master Haratt",47,185783,0.78,0.417,8,-3.343,0,0.0782,0.127,0.872,0.12,0.759,83.088,4
"Master KG;Nomcebo Zikode",25.3333333333333,240194.666666667,0.895333333333333,0.524333333333333,1,-6.93466666666667,1,0.0501666666666667,0.0212333333333333,8.36e-06,0.0583,0.855666666666667,124.010333333333,4
"Masters",31,169205,0.699,0.962,6,-4.397,0,0.117,0.0445,0,0.325,0.91,134.986,4
"Masters of Ceremony",19.1666666666667,264630.333333333,0.539,0.846833333333333,7.33333333333333,-7.317,0.666666666666667,0.0985333333333333,0.0708733333333333,0.202843166666667,0.362333333333333,0.26095,142.7355,4
"Masters of Ceremony;Furyan",18,181894,0.428,0.982,7,-1.764,1,0.529,0.0073,0.0063,0.389,0.119,189.91,4
"Mastifal",23.5454545454545,239663.818181818,0.469818181818182,0.955272727272727,7.54545454545455,-4.10518181818182,0.454545454545454,0.115172727272727,0.00013822,0.199166709090909,0.199836363636364,0.364363636363636,108.484363636364,4
"Mastodon",17.1904761904762,282500.380952381,0.395952380952381,0.960857142857143,5.19047619047619,-4.371,0.904761904761905,0.0828428571428571,3.55761904761905e-05,0.249757619047619,0.10392380952381,0.252295238095238,117.768523809524,3.9047619047619
"Mastruz Com Leite",42.1538461538462,235429,0.578769230769231,0.859,6.53846153846154,-5.41869230769231,0.846153846153846,0.0520615384615385,0.199107692307692,0.000272452307692308,0.340538461538462,0.800923076923077,116.663769230769,4
"Mat Kearney",51.5,245499.5,0.481,0.602,6,-6.3665,1,0.07515,0.458,1.825e-06,0.1293,0.4055,190.901,4
"Mat Zo;Chuck D",34,219375,0.626,0.834,10,-7.969,0,0.0581,0.000515,0.62,0.452,0.511,128.04,4
"Mat Zo;Eyes That Lie",34,271600,0.536,0.812,1,-8.17,1,0.0455,0.000132,0.159,0.308,0.2,129.909,4
"Mat Zo;OLAN;Fred Falke",38,202622,0.647,0.839,5,-6.864,0,0.0395,4.99e-05,0.499,0.202,0.191,122.04,4
"Mat.Joe;Ninetoes",3,186240,0.733,0.956,4,-8.004,0,0.0618,0.0645,0.282,0.598,0.428,125.022,4
"Matador",38.6,338227.4,0.6902,0.743,6,-7.193,0.4,0.04654,0.11502,0.669,0.42992,0.33724,124.7044,4
"Matador;ARTBAT",42.25,462630,0.72575,0.65475,2.75,-9.59075,1,0.061175,0.00735,0.9105,0.26775,0.085475,124.75775,4
"Matador;braev",34,416626,0.727,0.632,11,-9.523,0,0.0682,0.0042,0.691,0.0982,0.24,122.989,4
"Matadoria",34.8,222263.4,0.5258,0.7516,5.6,-6.3534,0.6,0.05046,0.26664,0.000228604,0.11232,0.4634,110.6416,3.6
"Matanza",40.3235294117647,178493.205882353,0.408676470588235,0.971602941176471,6.54411764705882,-4.30598529411765,0.588235294117647,0.0917308823529412,0.00862703235294118,0.00140481485294118,0.196891176470588,0.586264705882353,156.111397058824,4
"Matanza;Pablo Chill-E;Inti Illimani Histórico;Quilapayún",35,272370,0.785,0.626,11,-9.243,0,0.127,0.224,0.000765,0.108,0.204,119.984,4
"Matata",20,170026,0.831,0.658,10,-12.597,0,0.054,0.415,0.0297,0.148,0.961,116.698,4
"Matchbox",22.5,173566.5,0.6935,0.8745,7,-5.661,1,0.0722,0.2631,7.145e-06,0.4385,0.8445,116.7415,4
"Matchbox Twenty",53.4,231704.9,0.485,0.8094,5.9,-5.646,0.9,0.05596,0.07285,6.133e-06,0.32,0.5365,108.6705,4
"Matchy",39,440655,0.823,0.696,10,-9.585,0,0.0612,0.338,0.869,0.0877,0.226,122.015,4
"Mateo;Arinity;BIMINI",58,155458,0.428,0.493,0,-9.754,1,0.0351,0.259,2.04e-06,0.084,0.154,105.138,4
"Material Issue",21,197062,0.526666666666667,0.798333333333333,2.33333333333333,-9.37666666666667,1,0.0516,0.0259723333333333,3.24566666666667e-05,0.23,0.578,100.530333333333,4
"Mateus Aleluia;Fabiana Aleluia",40,282760,0.42,0.363,9,-12.379,1,0.0338,0.897,0.000507,0.109,0.518,128.918,3
"Mateus e Cristiano",46,185386,0.741,0.766,2,-5.303,1,0.0372,0.218,0,0.147,0.705,134.007,4
"Mathame",47,382500,0.713,0.537,4,-8.741,0,0.0421,0.00237,0.387,0.0856,0.0556,128.034,4
"Mathan;Naven",39.125,249275.5,0.6465,0.725875,4.25,-7.7315,0.625,0.1224625,0.31015,7.7875e-06,0.1751125,0.674875,130.873625,4
"Mathan;Naven;Sheezay",24,291451,0.869,0.764,1,-9.12,1,0.0793,0.0551,0.000161,0.452,0.529,112.218,4
"Matheus & Kauan",48.8297872340426,179160.85106383,0.523851063829787,0.778702127659574,5.53191489361702,-5.25531914893617,0.851063829787234,0.0878617021276596,0.329404255319149,0,0.526382978723404,0.562063829787234,127.077531914894,3.97872340425532
"Matheus & Kauan;Jorge & Mateus",46,277697,0.575,0.845,10,-4.594,0,0.0544,0.301,0,0.793,0.557,124.794,4
"Matheus Balo",41.3333333333333,262872,0.472333333333333,0.424,4,-9.67933333333333,1,0.0320666666666667,0.232666666666667,2.07466666666667e-05,0.193333333333333,0.358,143.006,3.66666666666667
"Matheus Balo;Filipe Lancaster",41,261500,0.656,0.606,1,-9.115,1,0.0334,0.0052,0,0.151,0.504,119.971,4
"Matheus Marcolino",51,191480,0.624,0.826,3,-4.312,1,0.0394,0.333,0,0.328,0.541,112.896,4
"Matheusinho;Ferrugem",42,185383,0.533,0.695,5,-5.944,0,0.0452,0.681,0,0.367,0.544,82.036,4
"Mathew Jonson;Stephan Bodzin",36,467171,0.743,0.796,1,-8.375,1,0.0428,0.0806,0.88,0.0951,0.245,125.005,4
"Mathew Joseph",37,222250,0.716,0.195,7,-16.176,1,0.0636,0.98,0.926,0.197,0.25,120.2,3
"Mathew T John",32.6666666666667,287484.333333333,0.569666666666667,0.477,6,-10.3856666666667,1,0.0386,0.488333333333333,1.28666666666667e-05,0.0996333333333333,0.339666666666667,137.911333333333,4
"Mathew T John;Giftson Durai",28,264000,0.556,0.431,7,-9.813,1,0.0377,0.623,0,0.0879,0.284,140.064,4
"Mathias.",37,109766,0.648,0.557,11,-9.156,1,0.0797,0.0615,0,0.12,0.0961,175.139,5
"Matias Aguayo",10,298968,0.801,0.7325,2.5,-9.919,0,0.0762,0.000231,0.5855,0.2045,0.737,144.044,4
"Matilda Mann",51.5,175629,0.50175,0.40275,5.5,-10.1135,1,0.050175,0.7845,6.2775e-06,0.117,0.2955,151.10275,4
"Matisse & Sadko;Aspyer;Matluck",47,173571,0.597,0.785,4,-3.219,0,0.04,0.113,0,0.336,0.575,126.002,4
"Matisse & Sadko;Hanne Mjøen",60,161538,0.553,0.687,8,-6.4,1,0.034,0.0336,0,0.125,0.278,156,4
"Matisse & Sadko;Raiden;Justin Jesso",45,201254,0.514,0.615,8,-5.811,1,0.037,0.224,0,0.166,0.413,144.877,4
"Matisyahu",55,207573,0.346,0.61,0,-5.818,1,0.15,0.198,0,0.117,0.235,68.552,4
"Matmatah",31,251373,0.312,0.613,4,-7.386,0,0.0322,0.15,0,0.115,0.333,149.948,3
"Mato Seco",44,412356,0.749,0.663,9,-7.825,0,0.0814,0.243,2.72e-05,0.587,0.944,150.639,4
"Mato Seco;Circuito Reggae",43,403619.5,0.7645,0.461,4.5,-9.3075,1,0.21725,0.040675,9.25e-06,0.4545,0.413,134.239,4
"Mato Seco;Nazireu Rupestre",43,428746,0.796,0.491,5,-7.783,1,0.0428,0.0483,0,0.346,0.888,124.042,4
"Matogrosso & Mathias",46.125,216844.875,0.48,0.6993125,7.0625,-5.7745625,0.6875,0.03865625,0.38110625,0.002641329375,0.6155625,0.451875,117.636375,3.75
"Matogrosso & Mathias;Agnaldo Timoteo",51,198955,0.534,0.683,11,-5.87,1,0.0407,0.527,0,0.517,0.356,96.805,4
"Matogrosso & Mathias;Gusttavo Lima",54,210839,0.592,0.672,2,-5.161,1,0.0455,0.263,0,0.554,0.586,132.031,4
"Matogrosso & Mathias;Henrique & Juliano",56,196550,0.462,0.863,11,-4.412,1,0.129,0.562,0,0.72,0.655,160.239,4
"Matogrosso & Mathias;João Bosco & Vinicius",52,206256,0.41,0.67,2,-4.921,1,0.0588,0.259,0,0.912,0.428,100.87,4
"Matogrosso & Mathias;Zé Neto & Cristiano",50,183737,0.698,0.666,10,-4.511,1,0.033,0.575,0,0.0902,0.714,114.872,4
"Matoma;Becky Hill",0,224271,0.65,0.732,5,-6.762,0,0.0301,0.00668,4.03e-05,0.0606,0.179,102.972,4
"Matoma;Brando",0.25,184320,0.707,0.882,6,-7.46,1,0.0385,0.0606,0.0131,0.105,0.208,125.007,4
"Matoma;Jonah Kagen",68,180600,0.651,0.702,10,-7.833,1,0.0876,0.0256,4.87e-05,0.129,0.539,124.924,4
"Matooma",59,184714,0.207,0.0537,0,-26.829,1,0.043,0.993,0.953,0.0991,0.0325,68.227,4
"Matrioska",33,167666,0.686,0.907,2,-4.536,1,0.0595,0.0536,0,0.0725,0.824,104.03,4
"Matrix & Futurebound",17.3333333333333,242772.666666667,0.495666666666667,0.974,7,-2.32766666666667,1,0.0564,0.00260666666666667,0.747333333333333,0.491666666666667,0.276533333333333,174.026333333333,4
"Matrix & Futurebound;Baby Blue",44,212413,0.462,0.943,7,-1.288,1,0.0401,0.0516,0.000118,0.203,0.685,174.023,4
"Matrix & Futurebound;Calum Scott;Nick Talos",41,221042,0.704,0.77,8,-3.627,1,0.0363,0.245,0,0.171,0.574,105.028,4
"Matrix & Futurebound;Cat Knight",17,311034,0.434,0.932,1,-3.312,1,0.0405,0.000425,0.891,0.156,0.326,173.976,4
"Matrix & Futurebound;James Walsh",15,191379,0.446,0.9,2,-3.212,0,0.0359,0.142,1.86e-06,0.432,0.421,173.943,4
"Matrix & Futurebound;Luke Bingham",31.5,214724,0.5285,0.911,1,-3.876,0,0.05355,0.1542,0.00157606,0.22215,0.5005,157.05,4
"Matrix & Futurebound;Matrix;Futurebound;Flite",16,240000,0.474,0.927,7,-3.077,0,0.075,0.000438,0.00584,0.234,0.215,174.033,4
"Matrix & Futurebound;Matrix;Futurebound;Max Marshall",15,228969,0.511,0.897,9,-2.087,0,0.0324,0.218,0.000142,0.573,0.369,86.994,4
"Matrix & Futurebound;Max Marshall",44,205487.5,0.5135,0.8785,9.5,-2.8235,0,0.0409,0.1353,7.1e-05,0.3294,0.3595,130.434,4
"Matrix & Futurebound;Max Marshall;Killer Hertz",20,269333,0.486,0.951,5,-3.526,0,0.0563,0.000241,0.262,0.105,0.0473,174.109,4
"Matrix;Futurebound;Luke Bingham",37.5,228339.5,0.501,0.915,1,-2.502,0,0.04975,0.2445,0.018375,0.05865,0.808,174.0065,4
"Mats Bergström",45,166279,0.555,0.0177,7,-22.953,1,0.074,0.993,0.961,0.114,0.0841,81.108,4
"Mats Rådberg",35,228703.5,0.6055,0.6935,4.5,-7.082,1,0.0368,0.274,0.000459,0.509,0.828,101.4475,4
"Mats Rådberg;Rankarna",37,203826,0.602,0.524333333333333,3.66666666666667,-10.8473333333333,1,0.104433333333333,0.428,6.19333333333333e-05,0.411333333333333,0.788666666666667,156.556666666667,3.33333333333333
"Mats Ronander;Kim Larsen",36,208159,0.695,0.909,9,-3.68,1,0.0266,0.00947,0.00219,0.148,0.836,124.988,4
"Matt Braunger",23.1428571428571,269783.714285714,0.607285714285714,0.766857142857143,4.71428571428571,-7.95742857142857,0.571428571428571,0.868857142857143,0.799714285714286,0,0.697571428571429,0.457571428571429,94.0581428571429,3.57142857142857
"Matt Cavenaugh;Josefina Scaglione",22,246573,0.185,0.0545,10,-19.29,0,0.0408,0.896,3.66e-05,0.178,0.0384,80.566,3
"Matt Costa",0,155000,0.543,0.359,8,-6.571,1,0.0302,0.651,0,0.0981,0.346,109.735,4
"Matt Dahan;Kelly Lynne D'angelo;Dylan Saunders;Jeff Blim;Joe Viba",22,210262,0.577,0.319,3,-10.244,1,0.0622,0.814,0,0.155,0.57,124.942,4
"Matt Dahan;Kelly Lynne D'angelo;Dylan Saunders;Joe Viba;Mariah Rose Faith;Natalie Llerena;Jaime Lyn Beatty;Michael Minto;Jeff Blim;Starry Company",26,318141,0.52,0.365,1,-9.2,0,0.0318,0.668,0,0.0721,0.22,105.005,4
"Matt Dahan;Kelly Lynne D'angelo;Natalie Llerena;Joe Viba;Mariah Rose Faith;Jaime Lyn Beatty;Michael Minto;Clayton Snyder;Huck Walton;Dylan Saunders;Starry Company",24,241709,0.375,0.27,3,-9.244,1,0.0324,0.871,0,0.158,0.191,107.239,4
"Matt Fax",49,233440,0.556,0.855,6,-8.916,1,0.0693,0.0137,0.323,0.202,0.0534,123.989,4
"Matt Hansen",64.5,174155,0.5655,0.512,5.5,-6.4985,0.5,0.03605,0.5775,4.475e-06,0.211,0.4925,154.949,4
"Matt Hartke",65,178573,0.562,0.266,4,-14.852,1,0.0409,0.928,0.000626,0.0983,0.493,88.968,4
"Matt Johnson",51.5,190571,0.713,0.3405,3,-7.9155,0.5,0.02915,0.8685,0,0.1205,0.5915,117.4925,4
"Matt Johnson;Jaclyn Davies",48,243724,0.432,0.197,3,-9.251,1,0.0414,0.87,0,0.11,0.348,163.985,4
"Matt Komo;Emily Zeck",46,216338,0.555,0.784,9,-5.301,1,0.0952,0.0245,0.044,0.23,0.335,141.972,4
"Matt Large",20,184750.925925926,0.66437037037037,0.598074074074074,5.59259259259259,-7.56812962962963,0.518518518518518,0.107938888888889,0.232127703703704,0.740082037037037,0.194031481481481,0.522944444444444,120.990611111111,3.98148148148148
"Matt Maher",64,205666,0.457,0.451,10,-6.997,1,0.029,0.517,0,0.0928,0.185,74.923,4
"Matt Maltese",70,215221.25,0.4445,0.45875,7,-6.955,1,0.02995,0.55475,0.22452,0.16435,0.21,118.7905,4
"Matt McCarthy",21,111187,0.682,0.519,2,-9.513,1,0.933,0.893,1.96e-06,0.339,0.697,80.106,1
"Matt Nash",53.5,134601,0.6875,0.883,6,-7.107,0,0.0587,0.06383,0.289638,0.127,0.1872,124.019,4
"Matt Nathanson",57.3333333333333,204977.333333333,0.590333333333333,0.668333333333333,4.33333333333333,-6.695,1,0.0281,0.27679,2.24066666666667e-05,0.160933333333333,0.563,98.115,3.66666666666667
"Matt Pless",26,199866,0.673,0.424,8,-11.49,1,0.0305,0.3,0,0.229,0.709,115.038,4
"Matt Redman",51.2173913043478,302127.695652174,0.435782608695652,0.621347826086956,6.26086956521739,-7.20452173913043,0.91304347826087,0.0367304347826087,0.237971482608696,0.000732033913043478,0.378408695652174,0.316273913043478,129.535869565217,3.91304347826087
"Matt Redman;Chris Tomlin",0,316920,0.424,0.239,3,-10.601,1,0.0309,0.658,1.73e-05,0.0951,0.0697,141.88,4
"Matt Redman;Tasha Cobbs Leonard",48,350480,0.322,0.666,9,-5.527,1,0.0466,0.302,0,0.0643,0.156,175.603,4
"Matt Sassari",65.6666666666667,163166.166666667,0.8495,0.817833333333333,3.5,-6.63416666666667,0.5,0.04285,0.002945,0.0582933333333333,0.134833333333333,0.6825,125.693166666667,4
"Matt Sassari;CHRSTPHR",55,126666,0.823,0.855,5,-5.577,1,0.0456,0.000807,4.9e-06,0.345,0.917,125.975,4
"Matt Sassari;Green Velvet",43,376794,0.797,0.834,7,-7.232,1,0.0899,0.001,0.635,0.101,0.316,129.006,4
"Matt Simons;Deepend",70,195173,0.838,0.536,1,-8.645,0,0.0478,0.555,0.000376,0.111,0.107,104.988,4
"Matt Taylor",36,238680,0.69,0.573,7,-7.94,1,0.0738,0.0616,0,0.178,0.694,121.372,4
"Matt White",60,170040,0.759,0.684,0,-5.751,1,0.0315,0.269,0,0.13,0.759,107.948,4
"Matteo Tura",37.5,265363.5,0.527,0.926,9,-8.416,0.5,0.04305,0.001458,0.9265,0.0833,0.1628,112.498,4
